recommendation_id,planning_run_id,finished_sku,schedule_candidate_id,blocking_operation_id,blocking_operation_name,blocking_reason,upstream_operation_id,upstream_operation_name,downstream_operation_id,downstream_operation_name,wip_item_id,wip_buffer_id,current_accepted_wip_qty,target_buffer_qty,available_buffer_capacity_qty,recommended_action,recommendation_reason,expected_schedule_effect,auto_action_allowed,advisory_only_flag
WIPREC-0212,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260921,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0213,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260921,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0214,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260921,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0215,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260921,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0216,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260921,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0217,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260921,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0218,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260928,ROAD-OP-010,Frame Preparation,DOWNSTREAM_MAINTENANCE_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0219,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260928,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_MAINTENANCE_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0220,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260928,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_MAINTENANCE_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0221,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260928,ROAD-OP-040,Final Assembly,DOWNSTREAM_MAINTENANCE_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0222,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260928,ROAD-OP-040,Final Assembly,DOWNSTREAM_MAINTENANCE_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0223,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260928,ROAD-OP-050,Final Quality Control,DOWNSTREAM_MAINTENANCE_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0224,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260928,ROAD-OP-060,Packaging,DOWNSTREAM_MAINTENANCE_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
